city;city_ibge_code;confirmed;confirmed_per_100k_inhabitants;date;death_rate;deaths;estimated_population_2019;is_last;order_for_place;place_type;state
Barra do PiraÃ­;3300308;   281; 279,95298;2020-06-20;0,0819;  23;  100374;FALSE; 79;city;RJ
Barra Mansa;3300407;   303; 164,30601;2020-06-20;0,0924;  28;  184412;FALSE;100;city;RJ
Belford Roxo;3300456;  1238; 242,31463;2020-06-20;0,1300; 161;  510906;FALSE; 87;city;RJ
Bom Jardim;3300506;    42; 153,02776;2020-06-20;0,0476;   2;   27446;FALSE; 75;city;RJ
Bom Jesus do Itabapoana;3300605;    92; 248,00518;2020-06-20;0,0217;   2;   37096;FALSE; 72;city;RJ
Cabo Frio;3300704;   667; 294,44874;2020-06-20;0,0495;  33;  226525;FALSE; 75;city;RJ
Cachoeiras de Macacu;3300803;   271; 459,81302;2020-06-20;0,0664;  18;   58937;FALSE; 72;city;RJ
Cambuci;3300902;    45; 290,22896;2020-06-20;0,0000;   0;   15505;FALSE; 38;city;RJ
Campos dos Goytacazes;3301009;  1493; 294,15937;2020-06-20;0,0516;  77;  507548;FALSE; 89;city;RJ
Cantagalo;3301108;    18;  89,23260;2020-06-20;0,0556;   1;   20172;FALSE; 73;city;RJ
Carapebus;3300936;    82; 503,03662;2020-06-20;0,0122;   1;   16301;FALSE; 67;city;RJ
Cardoso Moreira;3301157;    61; 475,70771;2020-06-20;0,0000;   0;   12823;FALSE; 44;city;RJ
Carmo;3301207;    60; 317,54432;2020-06-20;0,0333;   2;   18895;FALSE; 50;city;RJ
Casimiro de Abreu;3301306;   283; 640,50335;2020-06-20;0,0318;   9;   44184;FALSE; 75;city;RJ
Comendador Levy Gasparian;3300951;    40; 467,23514;2020-06-20;0,0000;   0;    8561;FALSE; 34;city;RJ
ConceiÃ§Ã£o de Macabu;3301405;   153; 658,68779;2020-06-20;0,0065;   1;   23228;FALSE; 60;city;RJ
Cordeiro;3301504;    26; 118,58068;2020-06-20;0,0000;   0;   21926;FALSE; 56;city;RJ
Duas Barras;3301603;     6;  52,21023;2020-06-20;0,0000;   0;   11492;FALSE; 25;city;RJ
